price,minimum_nights,host_id,neighbourhood_group,room_type,number_of_reviews,reviews_per_month,availability_365,longitude,latitude
279,2,29659188,Brooklyn,Entire home/apt,11,5.69,112,-73.96864,40.6774
120,3,19903807,Bronx,Entire home/apt,1,1.0,45,-73.91648,40.81245
350,3,70155821,Manhattan,Entire home/apt,1,0.81,12,-74.00167,40.73551
112,2,50597569,Manhattan,Private room,7,3.39,1,-73.99589,40.76215
120,1,259063599,Brooklyn,Entire home/apt,3,1.29,177,-73.9837,40.63302
438,5,258159396,Manhattan,Entire home/apt,6,3.1,136,-73.96026,40.8
49,2,259076960,Brooklyn,Private room,2,1.4,16,-73.93688,40.71296
99,1,219548549,Brooklyn,Private room,3,1.34,365,-73.92264,40.66996
650,1,259087876,Manhattan,Entire home/apt,3,1.58,126,-73.98226,40.75747
247,2,120804342,Brooklyn,Entire home/apt,6,3.53,346,-73.9449,40.69503
125,1,114828297,Brooklyn,Private room,1,0.45,5,-73.91635,40.67944
35,1,234274506,Brooklyn,Private room,7,3.62,158,-73.87736,40.68138
380,6,257869899,Manhattan,Entire home/apt,3,2.05,123,-73.9484,40.77566
70,2,3270796,Brooklyn,Private room,7,3.62,55,-73.96094,40.71038
90,3,3635302,Brooklyn,Private room,1,0.6,1,-73.9177,40.70434
200,2,9811865,Brooklyn,Entire home/apt,1,1.0,0,-73.95799,40.73033
399,5,258250399,Manhattan,Entire home/apt,3,3.0,135,-73.95201,40.78402
200,1,2463994,Manhattan,Entire home/apt,1,0.54,0,-73.99544,40.72223
90,6,1478269,Brooklyn,Entire home/apt,1,1.0,0,-73.95665,40.6888
145,3,19903807,Bronx,Entire home/apt,1,0.64,48,-73.91715,40.81132
190,1,236425271,Manhattan,Entire home/apt,6,2.95,299,-73.99134,40.76343
58,1,258589420,Queens,Private room,12,5.45,179,-73.83351,40.68797
341,2,221634296,Manhattan,Entire home/apt,4,2.31,274,-73.9822,40.7265
58,1,258589420,Queens,Private room,6,2.73,176,-73.83198,40.68981
150,1,259207391,Queens,Private room,4,2.26,356,-73.79809,40.67626
90,2,8500390,Brooklyn,Private room,3,1.8,0,-73.92062,40.68927
53,1,258589420,Queens,Private room,12,5.37,180,-73.83348,40.68782
299,4,78312516,Manhattan,Entire home/apt,2,0.91,4,-73.95598,40.80036
53,1,258589420,Queens,Private room,11,4.93,176,-73.83159,40.68921
179,1,259229690,Queens,Entire home/apt,5,2.59,23,-73.89212,40.74553
49,3,34209884,Brooklyn,Private room,1,0.75,158,-73.91254,40.68746
85,3,29582232,Brooklyn,Entire home/apt,5,5.0,113,-73.96427,40.64051
49,3,157068054,Manhattan,Private room,8,4.07,16,-73.94055,40.79252
50,2,70528858,Brooklyn,Private room,7,3.82,124,-73.95702,40.60111
80,1,258589420,Queens,Private room,11,5.0,179,-73.83221,40.68929
94,4,18270302,Manhattan,Private room,2,1.3,77,-73.95266,40.77633
95,3,250689404,Manhattan,Private room,9,4.58,94,-73.99281,40.76183
42,2,246887851,Queens,Private room,6,2.77,292,-73.88393,40.74184
250,2,41213523,Manhattan,Entire home/apt,4,1.88,0,-73.98005,40.72925
145,3,4852748,Manhattan,Private room,1,0.63,365,-73.94592,40.80497
79,1,247092108,Queens,Private room,2,1.05,281,-73.91208,40.76701
389,4,257406510,Manhattan,Entire home/apt,4,2.26,65,-73.98681,40.74054
50,1,259078758,Queens,Private room,5,3.0,89,-73.76761,40.71702
150,1,259261655,Queens,Entire home/apt,7,3.18,25,-73.91952,40.77098
50,1,259078758,Queens,Private room,4,1.76,89,-73.76777,40.71606
159,3,5588820,Manhattan,Entire home/apt,4,2.93,1,-74.00301,40.74392
61,1,23436595,Brooklyn,Private room,5,3.06,138,-73.95636,40.73002
120,1,34689714,Manhattan,Private room,10,4.76,357,-73.98643,40.76595
195,1,5007316,Manhattan,Entire home/apt,6,2.77,2,-74.00084,40.74781
70,1,7931702,Brooklyn,Private room,2,1.2,0,-73.94848,40.71238
75,2,251859047,Brooklyn,Private room,2,2.0,158,-73.92341,40.67592
75,2,6556741,Brooklyn,Private room,3,1.84,22,-73.95548,40.67957
76,2,259307063,Brooklyn,Private room,11,6.23,102,-73.92887,40.69745
50,1,134762059,Brooklyn,Private room,2,0.88,365,-73.90797,40.63149
100,6,3203693,Brooklyn,Entire home/apt,1,1.0,7,-73.95121,40.70996
240,4,30686388,Manhattan,Entire home/apt,1,1.0,19,-73.96675,40.75568
100,3,259380331,Manhattan,Private room,8,3.87,359,-73.95014,40.83052
55,2,19201987,Manhattan,Private room,2,2.0,86,-73.94327,40.83416
55,2,65770853,Brooklyn,Private room,1,0.51,11,-73.96018,40.68822
150,1,259229690,Queens,Entire home/apt,4,2.07,56,-73.89255,40.74494
230,1,10166570,Manhattan,Entire home/apt,1,0.5,0,-73.98455,40.72246
179,1,259229690,Queens,Entire home/apt,5,2.54,76,-73.89199,40.74479
179,1,259229690,Queens,Entire home/apt,4,2.22,75,-73.89382,40.74632
150,7,87573942,Manhattan,Entire home/apt,1,1.0,93,-73.96201,40.7636
240,2,259459612,Brooklyn,Entire home/apt,2,1.4,0,-73.9661,40.70809
130,1,95570540,Staten Island,Entire home/apt,1,1.0,363,-74.12004,40.56054
89,4,259468466,Manhattan,Private room,12,6.67,168,-73.98787,40.71329
150,1,259087876,Manhattan,Private room,8,4.21,50,-73.98013,40.75721
165,4,20906077,Manhattan,Entire home/apt,3,1.55,0,-73.94339,40.81155
160,2,205386178,Manhattan,Entire home/apt,1,1.0,4,-73.98245,40.75977
379,4,61924400,Manhattan,Entire home/apt,5,3.06,219,-73.93399,40.79805
36,1,178924110,Bronx,Private room,9,4.09,97,-73.88671,40.81415
32,2,256743247,Queens,Private room,7,5.68,302,-73.78189,40.7712
200,1,259087876,Manhattan,Private room,5,2.42,51,-73.98231,40.75861
98,1,62066342,Manhattan,Private room,2,0.94,1,-73.95022,40.80885
99,1,89599593,Staten Island,Private room,2,2.0,176,-74.08594,40.59318
65,3,6556741,Brooklyn,Private room,1,0.5,31,-73.95667,40.68076
100,3,85165113,Brooklyn,Entire home/apt,3,1.73,120,-73.91813,40.6818
230,5,231727934,Manhattan,Entire home/apt,1,0.65,43,-74.00992,40.70708
75,1,6080024,Brooklyn,Private room,3,1.64,0,-73.95592,40.65365
85,2,259505436,Brooklyn,Private room,3,1.53,83,-73.94709,40.70153
449,5,40038018,Manhattan,Entire home/apt,2,1.0,132,-73.97176,40.76152
399,6,258580215,Manhattan,Entire home/apt,3,2.5,93,-73.95632,40.76956
85,3,34643568,Manhattan,Private room,4,3.0,90,-73.93972,40.79072
100,3,87020760,Brooklyn,Entire home/apt,4,2.22,26,-73.90756,40.68291
82,3,179857032,Brooklyn,Entire home/apt,2,1.11,0,-74.01655,40.6394
65,3,259544961,Manhattan,Private room,3,1.8,56,-73.94246,40.81791
85,2,53254710,Manhattan,Private room,4,1.9,76,-74.00082,40.73957
290,3,259262728,Manhattan,Entire home/apt,4,2.45,23,-73.9965,40.76059
190,3,48859528,Brooklyn,Entire home/apt,2,1.43,0,-73.93799,40.68189
161,2,104084124,Manhattan,Entire home/apt,9,4.15,317,-73.95797,40.76154
595,2,27973267,Manhattan,Entire home/apt,4,2.35,39,-73.93271,40.84956
250,2,244229787,Manhattan,Entire home/apt,1,0.88,61,-74.00511,40.73916
299,5,257867265,Manhattan,Entire home/apt,3,1.91,119,-73.96216,40.76173
69,3,35645401,Brooklyn,Private room,1,0.52,0,-73.95485,40.71926
199,5,257999371,Manhattan,Entire home/apt,9,4.66,164,-73.95895,40.76193
399,5,259474660,Manhattan,Entire home/apt,6,3.27,182,-73.98168,40.73745
50,1,221645033,Brooklyn,Private room,1,0.45,328,-73.9184,40.70056
48,1,258035043,Brooklyn,Private room,14,6.36,249,-73.91893,40.68079
365,6,258577680,Manhattan,Entire home/apt,2,1.33,101,-73.95482,40.77146
75,1,27973267,Manhattan,Private room,9,5.19,84,-73.93345,40.8509
150,1,27973267,Manhattan,Private room,4,2.31,160,-73.93223,40.85115
50,1,185401573,Staten Island,Private room,10,5.0,179,-74.07573,40.63443
150,1,27973267,Manhattan,Private room,7,5.12,185,-73.93195,40.85078
250,6,258221896,Manhattan,Entire home/apt,7,3.56,100,-73.96389,40.76256
150,1,27973267,Manhattan,Private room,9,5.19,188,-73.93223,40.84942
350,4,23458616,Manhattan,Private room,4,2.67,143,-73.95916,40.76711
335,5,257837216,Manhattan,Entire home/apt,5,3.19,221,-73.96588,40.80249
40,1,178924110,Bronx,Private room,11,5.08,121,-73.88566,40.81258
399,5,166700941,Manhattan,Entire home/apt,8,3.81,145,-73.96905,40.75785
100,1,259630588,Brooklyn,Private room,28,14.0,20,-73.9498,40.71863
320,2,258754678,Manhattan,Entire home/apt,7,4.2,189,-74.00784,40.70581
150,2,259447786,Manhattan,Entire home/apt,4,2.55,101,-73.95938,40.80735
69,2,247013511,Queens,Entire home/apt,3,1.5,36,-73.8756,40.75231
250,4,95688223,Brooklyn,Entire home/apt,6,5.29,92,-73.96704,40.67436
64,3,234270791,Brooklyn,Private room,1,0.63,178,-73.9307,40.6961
340,2,258783968,Manhattan,Entire home/apt,1,1.0,302,-74.00681,40.70532
49,1,259483928,Queens,Private room,1,0.79,70,-73.89547,40.70502
119,3,3414140,Brooklyn,Entire home/apt,6,4.86,45,-73.98527,40.66329
65,1,95570540,Staten Island,Private room,1,1.0,364,-74.11992,40.55908
325,1,259087876,Manhattan,Private room,6,3.21,67,-73.98026,40.75845
485,5,15546865,Manhattan,Entire home/apt,2,1.46,240,-73.99119,40.7622
110,3,257035928,Brooklyn,Entire home/apt,4,4.0,252,-73.91937,40.68426
115,7,69720852,Manhattan,Private room,1,1.0,59,-74.00022,40.72159
55,2,221275418,Brooklyn,Private room,7,3.44,360,-73.93727,40.67918
99,3,259683532,Queens,Entire home/apt,10,5.26,152,-73.89808,40.70576
148,4,6279234,Manhattan,Entire home/apt,1,1.0,8,-73.95514,40.80948
95,7,21040187,Manhattan,Entire home/apt,1,0.77,25,-73.93728,40.84367
300,3,241322481,Manhattan,Entire home/apt,6,3.4,180,-73.99579,40.74566
95,2,259690766,Bronx,Private room,4,2.35,325,-73.88501,40.85648
70,4,259694336,Queens,Private room,3,1.76,69,-73.76163,40.66899
50,2,226339724,Brooklyn,Private room,1,0.45,361,-73.91375,40.68063
40,2,226339724,Brooklyn,Private room,4,1.82,350,-73.91423,40.68022
145,7,34075689,Queens,Entire home/apt,2,1.22,38,-73.90095,40.72167
42,2,50052968,Brooklyn,Private room,9,4.91,64,-73.9396,40.68447
89,3,256573368,Manhattan,Entire home/apt,1,0.57,186,-73.97254,40.75436
300,3,253448038,Manhattan,Entire home/apt,12,6.92,61,-73.99097,40.7561
43,1,259427246,Brooklyn,Private room,4,2.0,343,-73.92722,40.6788
25,1,223087887,Queens,Shared room,12,6.0,351,-73.86674,40.74262
25,5,172369331,Brooklyn,Shared room,1,0.75,129,-73.9833,40.57607
349,5,258254263,Manhattan,Entire home/apt,4,2.67,93,-73.95094,40.78323
150,1,86181642,Queens,Entire home/apt,5,2.38,24,-73.92836,40.77352
160,2,2126138,Manhattan,Entire home/apt,3,2.0,8,-74.0087,40.70471
479,5,258003068,Manhattan,Entire home/apt,5,2.68,159,-73.96229,40.79939
69,1,22553147,Brooklyn,Private room,9,8.18,318,-73.94189,40.71143
35,2,241454071,Bronx,Private room,4,4.0,27,-73.8859,40.81892
60,1,212171922,Brooklyn,Private room,9,4.35,147,-73.92231,40.68623
58,2,251311623,Brooklyn,Private room,4,2.35,168,-73.91404,40.6776
58,2,251311623,Brooklyn,Private room,3,1.48,167,-73.91262,40.67853
299,1,259796664,Queens,Entire home/apt,2,1.62,341,-73.93703,40.75509
299,1,259796664,Queens,Entire home/apt,3,2.05,357,-73.93631,40.75334
58,2,251311623,Brooklyn,Private room,4,2.14,164,-73.91411,40.6792
58,2,251311623,Brooklyn,Private room,8,6.67,171,-73.91314,40.67757
99,1,259796664,Queens,Private room,9,4.15,360,-73.93506,40.7546
100,2,93598122,Brooklyn,Private room,7,3.44,31,-73.96596,40.58002
79,1,259796664,Queens,Private room,15,7.26,348,-73.93677,40.75386
299,6,258629654,Manhattan,Entire home/apt,8,4.36,158,-73.97959,40.7447
200,2,6710372,Manhattan,Entire home/apt,2,1.36,5,-73.9878,40.7633
149,4,251229393,Queens,Entire home/apt,2,1.11,298,-73.93341,40.74546
58,2,243129380,Brooklyn,Private room,6,3.05,122,-73.90838,40.68581
89,1,259796664,Queens,Private room,9,4.5,357,-73.93644,40.75314
99,1,259796664,Queens,Private room,7,3.44,352,-73.93502,40.75317
79,1,259796664,Queens,Private room,8,4.14,360,-73.9349,40.75502
89,1,259796664,Queens,Private room,9,6.28,358,-73.93634,40.75411
155,2,189421403,Queens,Entire home/apt,2,1.0,59,-73.90857,40.70539
99,3,259826953,Brooklyn,Private room,4,2.26,180,-73.95691,40.71741
65,2,34356520,Queens,Private room,7,4.04,104,-73.90303,40.71104
79,1,259796664,Queens,Private room,15,7.14,350,-73.93703,40.75358
399,6,258073534,Manhattan,Entire home/apt,5,2.59,105,-73.98399,40.76557
600,2,19509387,Manhattan,Entire home/apt,1,0.68,0,-73.98701,40.72592
90,1,246680134,Brooklyn,Private room,11,5.59,58,-73.95993,40.71879
100,1,259838485,Bronx,Entire home/apt,8,4.71,51,-73.85526,40.83792
125,4,178689185,Brooklyn,Entire home/apt,3,1.64,145,-73.94351,40.66371
60,1,219727469,Brooklyn,Private room,2,1.05,9,-73.91037,40.67903
130,2,259846443,Manhattan,Private room,10,5.0,24,-73.98579,40.76127
29,1,234422924,Bronx,Private room,2,1.43,18,-73.78792,40.8439
125,2,140830391,Manhattan,Private room,1,1.0,335,-73.92726,40.86191
119,2,259880452,Queens,Entire home/apt,4,2.35,311,-73.81582,40.75502
360,3,257802323,Manhattan,Entire home/apt,3,2.05,243,-74.00752,40.70485
43,2,247453895,Manhattan,Shared room,2,1.43,358,-73.97534,40.74532
280,2,259376960,Manhattan,Entire home/apt,6,3.53,192,-73.94072,40.80068
60,3,20012998,Brooklyn,Private room,3,2.31,322,-73.92061,40.68087
309,2,193835968,Bronx,Entire home/apt,10,5.56,173,-73.84785,40.89338
215,3,259945322,Manhattan,Entire home/apt,2,0.97,45,-74.00195,40.74493
49,1,10568305,Brooklyn,Private room,2,2.0,325,-73.92878,40.66975
115,6,145319773,Manhattan,Entire home/apt,3,3.0,279,-73.95479,40.8212
500,4,4056392,Manhattan,Entire home/apt,1,0.7,0,-73.99846,40.73563
69,7,73195328,Manhattan,Private room,2,1.71,30,-73.94361,40.8299
70,3,259968030,Brooklyn,Private room,1,0.53,105,-73.96256,40.64568
40,1,237729032,Brooklyn,Private room,1,1.0,340,-73.8782,40.68603
135,2,35819327,Staten Island,Entire home/apt,1,1.0,0,-74.06679,40.61471
90,2,260009677,Queens,Entire home/apt,14,7.92,354,-73.79673,40.69242
28,1,174785358,Bronx,Shared room,4,2.07,64,-73.93176,40.80816
37,1,147762665,Bronx,Private room,12,6.21,315,-73.85889,40.88649
150,2,260021770,Brooklyn,Entire home/apt,7,4.12,4,-73.92335,40.67825
170,2,4365051,Manhattan,Entire home/apt,1,1.0,0,-73.99213,40.77024
750,2,140823633,Manhattan,Entire home/apt,4,2.22,263,-73.97172,40.76208
85,3,77220567,Manhattan,Private room,1,1.0,67,-73.96865,40.79727
254,3,260038086,Queens,Entire home/apt,2,1.46,24,-73.74384,40.6688
28,1,174785358,Bronx,Shared room,4,2.03,71,-73.93055,40.80856
140,1,164051353,Manhattan,Private room,7,3.75,87,-73.99166,40.74443
367,2,50868008,Manhattan,Entire home/apt,1,1.0,229,-73.99316,40.76486
165,1,260046126,Manhattan,Entire home/apt,2,1.33,346,-73.9794,40.78958
55,2,116874533,Manhattan,Private room,8,4.44,330,-73.94424,40.81454
45,5,260062581,Brooklyn,Private room,3,2.73,0,-73.92973,40.69619
96,1,133398247,Queens,Entire home/apt,8,4.44,157,-73.89395,40.74701
70,3,6556741,Brooklyn,Private room,6,2.9,20,-73.9567,40.67972
60,1,120875818,Brooklyn,Private room,6,3.91,167,-73.92518,40.69155
150,2,54678020,Manhattan,Entire home/apt,8,4.36,67,-73.98485,40.72791
345,3,258431072,Manhattan,Entire home/apt,2,1.67,212,-73.98612,40.76326
100,1,260191397,Manhattan,Private room,7,4.04,296,-73.98596,40.75745
100,1,260191397,Manhattan,Private room,2,2.0,300,-73.98726,40.75679
100,1,260191397,Manhattan,Private room,2,1.36,298,-73.98562,40.7559
65,1,53105192,Brooklyn,Private room,8,3.87,3,-73.92627,40.69628
259,1,260159741,Brooklyn,Entire home/apt,9,6.0,202,-73.96736,40.71083
100,1,8033432,Manhattan,Private room,6,3.4,116,-73.99,40.75865
78,4,6167891,Brooklyn,Entire home/apt,2,2.0,14,-73.94547,40.70171
178,2,22146650,Manhattan,Entire home/apt,2,1.36,52,-73.94444,40.81257
135,2,20537772,Brooklyn,Entire home/apt,3,3.0,43,-73.89097,40.6819
45,1,1752807,Brooklyn,Private room,3,1.58,0,-73.94387,40.69295
70,1,27493716,Brooklyn,Private room,2,1.3,361,-74.00076,40.64836
265,6,257654201,Manhattan,Entire home/apt,4,2.26,45,-73.99081,40.76313
140,1,259776956,Brooklyn,Entire home/apt,5,4.41,365,-73.89618,40.63031
175,4,75566080,Brooklyn,Entire home/apt,2,2.0,71,-73.95194,40.71645
341,2,159014432,Manhattan,Entire home/apt,2,1.76,245,-73.9896,40.71422
320,3,258741560,Manhattan,Entire home/apt,5,3.26,212,-74.00712,40.70562
549,5,231548638,Manhattan,Entire home/apt,8,4.29,155,-73.98876,40.73081
290,3,79461666,Manhattan,Entire home/apt,2,1.13,8,-73.99132,40.76421
150,3,220847379,Brooklyn,Entire home/apt,3,2.43,345,-73.95725,40.67898
130,1,22577148,Brooklyn,Private room,3,1.53,136,-73.93467,40.69621
38,7,244817841,Brooklyn,Private room,2,1.2,258,-73.8953,40.66814
95,3,3250169,Brooklyn,Private room,3,1.76,66,-73.99359,40.68184
599,5,257642062,Manhattan,Entire home/apt,4,4.0,135,-73.97318,40.76094
160,6,52796837,Manhattan,Entire home/apt,8,5.22,43,-73.94488,40.81396
38,7,244817841,Brooklyn,Private room,3,1.7,296,-73.89411,40.66983
200,1,69516382,Brooklyn,Entire home/apt,4,2.45,50,-73.9614,40.71032
38,7,244817841,Brooklyn,Private room,4,2.35,282,-73.89421,40.66929
38,7,244817841,Brooklyn,Private room,3,1.61,239,-73.89577,40.66816
243,2,260186993,Manhattan,Entire home/apt,1,1.0,97,-73.99115,40.71955
100,1,260299060,Queens,Entire home/apt,7,4.04,2,-73.86077,40.72654
350,1,260425153,Manhattan,Private room,2,2.0,365,-73.97588,40.76443
450,1,260425153,Manhattan,Private room,3,2.43,365,-73.97622,40.76395
375,1,260425153,Manhattan,Private room,1,1.0,349,-73.97618,40.76427
425,1,260425153,Manhattan,Private room,1,1.0,357,-73.97416,40.76459
425,1,260425153,Manhattan,Private room,1,1.0,340,-73.97632,40.76559
100,1,260861596,Manhattan,Private room,1,1.0,328,-74.00408,40.72372
100,1,260861596,Manhattan,Private room,1,1.0,270,-74.00436,40.72172
100,1,260861596,Manhattan,Private room,1,1.0,292,-74.00401,40.72324
100,1,261632622,Manhattan,Private room,1,0.94,317,-73.985,40.75645
100,1,261632622,Manhattan,Private room,4,3.0,309,-73.98356,40.75628
100,1,261632622,Manhattan,Private room,3,3.0,318,-73.98507,40.75491
100,1,261632622,Manhattan,Private room,1,1.0,317,-73.98383,40.75631
100,1,260639745,Manhattan,Private room,2,2.0,349,-73.98471,40.76156
211,3,260251845,Manhattan,Entire home/apt,4,2.5,63,-73.95322,40.77424
300,1,260639745,Manhattan,Private room,5,5.0,304,-73.98455,40.76251
100,1,260639745,Manhattan,Private room,1,1.0,351,-73.98399,40.76179
100,1,260639745,Manhattan,Private room,2,2.0,359,-73.98557,40.76267
100,1,260639745,Manhattan,Private room,4,4.0,359,-73.98437,40.7627
100,1,261750091,Manhattan,Private room,2,2.0,0,-73.98181,40.76097
100,1,261750091,Manhattan,Private room,1,1.0,320,-73.98377,40.76112
290,2,259391287,Manhattan,Entire home/apt,11,6.11,268,-73.94212,40.79957
400,1,260352154,Queens,Entire home/apt,1,0.86,281,-73.79534,40.67072
60,2,28371926,Brooklyn,Private room,9,4.82,87,-73.94521,40.70973
150,1,66266373,Manhattan,Entire home/apt,8,4.9,15,-73.98582,40.72709
275,2,6397405,Manhattan,Entire home/apt,2,1.76,15,-73.99688,40.74484
945,2,260383024,Manhattan,Entire home/apt,11,7.02,264,-73.99095,40.75546
47,1,7087084,Bronx,Private room,2,1.36,236,-73.89314,40.86003
79,2,247013511,Queens,Entire home/apt,8,4.36,336,-73.87505,40.75246
179,4,253727905,Manhattan,Entire home/apt,4,2.26,260,-73.98951,40.76297
150,4,14758945,Manhattan,Entire home/apt,2,1.36,3,-73.98008,40.72859
154,2,1486824,Brooklyn,Entire home/apt,2,1.4,0,-73.92378,40.69402
65,3,74514078,Manhattan,Private room,5,3.0,33,-73.94063,40.8362
109,3,11389064,Brooklyn,Entire home/apt,2,0.98,5,-73.96626,40.71369
60,1,40707667,Brooklyn,Private room,12,5.9,27,-73.91952,40.70191
100,2,18263672,Brooklyn,Entire home/apt,3,1.73,35,-73.90741,40.69243
500,1,260411862,Brooklyn,Entire home/apt,2,2.0,363,-73.86584,40.67815
149,2,260413032,Brooklyn,Entire home/apt,3,3.0,268,-73.95793,40.69241
620,2,260420558,Manhattan,Entire home/apt,4,2.22,169,-74.00062,40.71988
210,2,260045150,Manhattan,Private room,5,2.83,0,-74.00763,40.70472
98,2,109389069,Brooklyn,Entire home/apt,7,3.33,4,-73.92477,40.69414
65,1,252646618,Queens,Private room,2,2.0,0,-73.91208,40.7644
200,1,225659989,Manhattan,Entire home/apt,10,5.08,280,-73.95295,40.76622
140,3,14171579,Queens,Entire home/apt,5,5.0,254,-73.92769,40.76335
54,1,5889721,Brooklyn,Private room,8,4.21,339,-74.02268,40.6347
90,1,7832790,Queens,Private room,2,1.25,90,-73.91232,40.76269
215,3,121861644,Manhattan,Entire home/apt,2,0.98,14,-74.00664,40.70719
86,1,121378704,Queens,Entire home/apt,1,1.0,125,-73.87688,40.75353
305,2,831185,Brooklyn,Entire home/apt,1,1.0,179,-73.96227,40.67958
99,2,914386,Queens,Entire home/apt,2,1.18,139,-73.9137,40.77046
125,2,260475429,Brooklyn,Entire home/apt,1,1.0,74,-73.98126,40.64221
50,1,221645033,Brooklyn,Private room,3,1.8,62,-73.91979,40.69958
70,1,218116366,Bronx,Private room,6,2.95,89,-73.8871,40.82756
100,1,260496218,Queens,Private room,1,0.79,342,-73.74122,40.73138
350,2,221718743,Manhattan,Entire home/apt,4,2.79,86,-73.98228,40.74611
115,3,141426597,Manhattan,Private room,3,2.05,179,-73.93175,40.85762
105,3,141426597,Manhattan,Private room,4,2.4,180,-73.93247,40.85768
100,1,260609528,Manhattan,Private room,1,1.0,339,-74.01775,40.7068
105,3,141426597,Manhattan,Private room,3,1.61,180,-73.93364,40.85584
100,2,50052968,Brooklyn,Private room,4,2.67,63,-73.93976,40.68473
150,3,247335568,Queens,Entire home/apt,1,0.81,23,-73.9526,40.74885
185,2,103485354,Queens,Entire home/apt,2,1.36,41,-73.94131,40.74551
140,3,79461666,Manhattan,Private room,2,1.25,85,-73.99141,40.76412
85,2,213604995,Brooklyn,Private room,9,4.58,319,-73.93165,40.68296
60,1,120875818,Brooklyn,Private room,9,4.66,174,-73.92524,40.69299
120,1,259776956,Brooklyn,Private room,3,1.76,365,-73.89567,40.6307
150,2,4202557,Queens,Entire home/apt,3,3.0,146,-73.89883,40.69437
150,3,1355112,Brooklyn,Entire home/apt,5,3.57,159,-73.96764,40.6903
400,5,112338663,Manhattan,Entire home/apt,11,6.23,125,-73.96287,40.80058
50,3,128601689,Brooklyn,Private room,2,1.71,39,-73.92847,40.70036
100,1,259776956,Brooklyn,Private room,1,1.0,365,-73.89759,40.63106
125,1,258243498,Brooklyn,Private room,2,1.0,89,-73.94288,40.70517
299,1,197053492,Manhattan,Entire home/apt,8,8.0,312,-74.00784,40.70571
55,3,9263105,Staten Island,Private room,1,1.0,10,-74.09255,40.64535
200,1,27381412,Brooklyn,Entire home/apt,4,3.08,72,-73.96467,40.71595
140,2,256448235,Brooklyn,Entire home/apt,1,0.52,81,-73.93746,40.68558
250,7,260693405,Manhattan,Entire home/apt,3,1.76,254,-73.98546,40.71952
85,3,34643568,Manhattan,Private room,3,3.0,90,-73.94141,40.79155
275,2,20952448,Brooklyn,Entire home/apt,4,2.67,27,-73.95563,40.73219
55,2,115817634,Manhattan,Private room,1,0.59,10,-73.94314,40.83326
94,3,68422715,Brooklyn,Entire home/apt,5,3.13,1,-73.93714,40.68826
70,5,68467026,Brooklyn,Private room,1,1.0,282,-73.93526,40.67058
45,1,249479517,Bronx,Private room,7,3.5,365,-73.87643,40.82776
390,2,123068098,Manhattan,Entire home/apt,9,5.0,79,-73.9965,40.72406
129,4,172168328,Queens,Entire home/apt,1,0.53,361,-73.87958,40.75557
310,2,157208948,Manhattan,Entire home/apt,5,3.13,101,-73.99208,40.76761
200,1,128810972,Brooklyn,Private room,8,4.21,0,-73.96696,40.71639
170,3,50442154,Manhattan,Entire home/apt,2,1.62,9,-73.99445,40.73512
349,5,257895306,Manhattan,Entire home/apt,4,4.0,52,-73.95405,40.77707
48,1,5889721,Brooklyn,Private room,4,2.22,96,-74.02257,40.63459
97,1,21930989,Manhattan,Private room,5,4.17,117,-73.97561,40.78996
222,2,219517861,Manhattan,Entire home/apt,1,0.73,315,-74.01069,40.70598
48,1,260821048,Queens,Private room,12,6.1,264,-73.91017,40.70922
43,2,259427246,Brooklyn,Private room,1,0.79,341,-73.92697,40.67853
150,2,7679270,Manhattan,Entire home/apt,2,2.0,146,-73.98504,40.76739
94,4,646592,Brooklyn,Entire home/apt,3,1.8,9,-73.9195,40.68758
55,1,136840462,Bronx,Private room,10,5.26,310,-73.90956,40.81963
48,1,260821048,Queens,Private room,20,10.17,258,-73.90896,40.70732
285,1,26935678,Manhattan,Entire home/apt,9,5.09,229,-73.95998,40.80032
95,2,260842282,Queens,Entire home/apt,6,3.46,348,-73.79635,40.59269
224,2,36712407,Manhattan,Entire home/apt,2,2.0,16,-73.98052,40.77702
999,1,224414117,Manhattan,Private room,5,4.17,348,-73.99862,40.75688
35,2,252636577,Queens,Shared room,1,0.57,90,-73.82606,40.75862
189,2,163565274,Queens,Entire home/apt,6,5.0,8,-73.79847,40.72453
120,2,260891097,Brooklyn,Private room,2,1.58,88,-73.95332,40.68762
249,6,256341094,Brooklyn,Entire home/apt,2,1.3,161,-73.9289,40.6996
75,4,224317184,Manhattan,Private room,1,0.57,340,-73.94931,40.81775
300,2,457838,Manhattan,Entire home/apt,1,0.6,0,-73.99003,40.76239
200,3,68275154,Queens,Entire home/apt,2,1.2,0,-73.92932,40.77101
2500,1,19867664,Brooklyn,Entire home/apt,1,0.94,168,-73.94782,40.67015
299,2,96222872,Manhattan,Entire home/apt,11,5.79,194,-73.98311,40.73388
150,1,260997528,Brooklyn,Entire home/apt,10,7.89,354,-73.93278,40.58495
85,2,26552242,Brooklyn,Private room,2,1.25,19,-73.95908,40.71054
180,2,19915612,Manhattan,Entire home/apt,1,0.59,0,-73.95748,40.76718
420,3,254509494,Manhattan,Entire home/apt,6,3.1,144,-73.99819,40.73301
299,1,2571687,Manhattan,Entire home/apt,7,4.12,347,-73.99011,40.74191
245,3,261008318,Manhattan,Entire home/apt,4,2.55,152,-74.00166,40.74411
65,2,74290720,Brooklyn,Private room,6,3.67,145,-73.99322,40.6832
146,2,261028352,Queens,Entire home/apt,7,5.0,89,-73.90022,40.74268
